Reportin+A5+A1:J1+A1:L2,Project Status,Donor,Programme Organization,Programme Organization Type,Implementing agency Name ,Implementing agency Acronym,Implementing agencyType,Region,Zone,Woreda,Kebele/IDP site name,HNO Woreda Pcode,Response Plan,Sector,ClusterActivities
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Meleye,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Deledeye,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Tehula,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Ashekuana,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Feyel Meda,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Yekeret,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,Norway & Netherlands ,UNICEF,UN Agency,Regional Education Bureau,REB,Government ,Amhara,North Wello,Gidan,Gulit,ET030303,HRP,Education,"Provide  teaching and learning materials, hygiene materials, recreation kits, etc. "
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Adigrat Town,,ET010308,HRP,WASH,Water trucking/tankering
February,On-going,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Adigrat Town,,ET010308,HRP,WASH,Construction of Emergency latrine and bathing/hand washing facilities
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Adigrat Town,,ET010308,HRP,WASH,Rehabilitation and maintenance of water schemes and Pipe-line expansion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Adigrat Town,,ET010308,HRP,WASH,Sanitation and hygiene promotion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Adigrat Town,,ET010308,HRP,WASH,Sanitation and hygiene promotion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Kelete Awelallo,,ET010306,HRP,WASH,Sanitation and hygiene promotion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Kelete Awelallo,,ET010306,HRP,WASH,Sanitation and hygiene promotion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Mekelle,Mekelle,,ET0107,HRP,WASH,Water trucking/tankering
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Mekelle,Mekelle,,ET0107,HRP,WASH,Rehabilitation and maintenance of water schemes and Pipe-line expansion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Mekelle,Mekelle,,ET0107,HRP,WASH,Sanitation and hygiene promotion
February,completed,NMFA,NCA,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Mekelle,Mekelle,,ET0107,HRP,WASH,Sanitation and hygiene promotion
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Abi Adi town,,ET010211,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Adwa,,ET010204,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Adwa town,,ET010212,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Aheferom,,ET010202,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Edaga arbi,,ET010203,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Egela,,ET010216,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Emba Sieneti,,ET010219,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Endafelasi,,ET010218,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Enticho town,,ET010220,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Hahayle,,ET010217,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Keyhe tekli,,ET010221,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Central,Kola Temben,,ET010208,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Adigrat town,,ET010308,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Agulae,,ET010316,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Bizet,,ET010310,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Ganta Afeshum,,ET010304,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Geraleta,,ET010317,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Gulo Mekeda,,ET010301,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Hawzen,,ET010305,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Hawzen town,,ET010312,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Kelete Awelallo,,ET010306,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Wukro town,,ET010309,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Eastern,Zala Anbesa town,,ET010318,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Mekelle,Mekelle,,ET0107,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Adigudom,,ET010607,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Degua Temben,,ET010604,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Hagere Selam town,,ET010605,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Hintalo,,ET010603,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Saharti,,ET010601,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Samre,,ET010606,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,South Eastern,Wajirat,,ET010608,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Southern,Bora (TG),,ET010402,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Southern,Emba Alaje,,ET010404,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Southern,Endamehoni,,ET010405,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Southern,Maichew town,,ET010409,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Southern,Neqsege,,ET010403,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,On-going,USAID,JEOP,International NGO,Relief Society of Tigray,REST,National NGO,Tigray,Southern,Selewa,,ET010401,HRP,Food,Distribution of cash or in-kind food to crisis affected people
February,completed,UNICEF,UNICEF,UN Agency,Regional Health Bureau,RHB,Government,Amhara,North Gondar,Debark,,ET030104,HRP,WASH,Construction of Emergency latrine and bathing/hand washing facilities
February,completed,UNICEF,UNICEF,UN Agency,Regional Health Bureau,RHB,Government,Amhara,North Shewa (AM),Kewet,,ET030512,HRP,WASH,Construction of Emergency latrine and bathing/hand washing facilities
February,completed,UNICEF,UNICEF,UN Agency,Regional Health Bureau,RHB,Government,Amhara,South Wello,Thehulederie,,ET030405,HRP,WASH,Sanitation and hygiene promotion
February,completed,UNICEF,UNICEF,UN Agency,Regional Health Bureau,RHB,Government,Amhara,South Wello,Kutaber,,ET030403,HRP,WASH,Sanitation and hygiene promotion
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Amhara,South Wello,Borena /Debresina,,ET030412,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Amhara,North Wello,Bugna,,ET030301,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Amhara,North Gondar,Dabat,,ET030105,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Amhara,North Gondar,Debark,,ET030104,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Somali,Afder,Charati,,ET050802,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Somali,Doolo,Galhamur,,ET050799,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Somali,Afder,Warder,,ET050704,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
February,On-going,UNICEF,RHB,Government,Regional Health Bureau,RHB,Government,Somali,Erer,Qubi,,ET050497,HRP,Health,1.1.2 Provide Mobile Nutrition and Health Outreach services (MHNT) and PHC services to vulnerable population affected by humanitarian crisis and health emergencies
